date,revenue,net_income,operating_income,gross_profit,total_assets,current_assets,total_liabilities,current_liabilities,stockholders_equity,cash,long_term_debt,cost_of_revenue,operating_expenses,research_development,income_tax_expense,pretax_income,interest_expense,net_ppe,accumulated_depreciation,intangible_assets,goodwill,other_noncurrent_assets,short_term_debt,long_term_debt_current,accounts_payable,accounts_receivable,inventory,deferred_revenue,accrued_liabilities,non_interest_current_liabilities,depreciation_amortization,capital_expenditures,net_income_ttm,roe,roic,roa,gross_margin,operating_margin,net_margin,debt_to_equity,debt_to_assets,equity_multiplier,current_ratio,quick_ratio,inventory_turnover,days_inventory,receivables_turnover,days_receivables,asset_turnover,revenue_yoy_growth,revenue_qoq_growth,gross_profit_yoy_growth,gross_profit_qoq_growth,operating_income_yoy_growth,operating_income_qoq_growth,net_income_yoy_growth,net_income_qoq_growth,total_assets_yoy_growth,total_assets_qoq_growth,stockholders_equity_yoy_growth,stockholders_equity_qoq_growth,revenue_ttm,revenue_ttm_yoy_growth,net_income_ttm_yoy_growth,roe_ttm,roe_trend,roa_ttm,roa_trend,roic_ttm,roic_trend,gross_margin_ttm,gross_margin_trend,operating_margin_ttm,operating_margin_trend,net_margin_ttm,net_margin_trend,interest_coverage,days_payable,cash_conversion_cycle,revenue_forecast,operating_income_forecast,operating_margin_forecast
2016-03-26,,10516000000.0,13987000000.0,19921000000.0,305277000000.0,87592000000.0,174820000000.0,68265000000.0,130457000000.0,21514000000.0,40072000000.0,30636000000.0,5934000000.0,2511000000.0,3626000000.0,14142000000.0,321000000.0,23203000000.0,30848000000.0,3843000000.0,5249000000.0,7745000000.0,7998000000.0,2500000000.0,25098000000.0,12229000000.0,2281000000.0,9461000000.0,23208000000.0,,,3612000000.0,50678000000.0,39.06375860912731,20.00065748153861,17.892531126924418,,,,134.00584100508212,57.26602397167163,2.3400584100508213,1.2831172636050685,1.2497033618984839,13.100705580500321,27.861094790442614,,,,,,-15.788806222522823,-34.51993557505835,-23.47631031841558,-42.13313474825203,-22.499815756503793,-42.72643102227548,16.87749335742781,4.089210458122494,1.1247538874160856,1.707376020332596,,,6.003179384203472,42.29265975675976,,19.5427888509263,,27.109679303730452,,,,,,,,43.573208722741434,287.46907233320275,,,,
2016-06-25,,7796000000.0,10105000000.0,16106000000.0,305602000000.0,93761000000.0,179061000000.0,71486000000.0,126541000000.0,18237000000.0,40072000000.0,26252000000.0,6001000000.0,2560000000.0,2673000000.0,10469000000.0,409000000.0,25448000000.0,32543000000.0,3506000000.0,5261000000.0,7862000000.0,12496000000.0,3500000000.0,26318000000.0,11714000000.0,1831000000.0,8352000000.0,20820000000.0,,,3612000000.0,47797000000.0,37.901339317574475,13.07263998181281,16.5172361957519,,,,141.50433456350115,58.59287570107525,2.4150433456350116,1.3115994740228856,1.2859860672019696,13.556416214820553,26.92452003656864,,,,,,-18.16472740206291,-19.150645047939364,-28.246822409997876,-27.754343318796025,-26.983234991102368,-25.86534804108026,11.88024206391336,0.10646068979975887,0.6874766265903887,-3.0017553676690456,,,-5.7945877761791165,41.48139633866842,,18.55408615417005,,24.613633204480283,,,,,,,,24.706601466992666,367.002133170806,,,,
2016-09-24,,9014000000.0,10105000000.0,17813000000.0,321686000000.0,106869000000.0,193437000000.0,79006000000.0,128249000000.0,20484000000.0,40072000000.0,26252000000.0,6001000000.0,2560000000.0,2673000000.0,10469000000.0,409000000.0,27010000000.0,34235000000.0,3206000000.0,5414000000.0,8757000000.0,8105000000.0,3500000000.0,37294000000.0,15754000000.0,2132000000.0,8080000000.0,22027000000.0,,,3612000000.0,45687000000.0,36.90328104554046,11.9117311955851,14.929635917134917,,,,150.82924623193944,60.13224075651412,2.5082924623193943,1.352669417512594,1.3256841252563096,11.717027449230082,31.15124561938138,,,,,,-13.310297839205765,10.5985347075624,-28.246822409997876,0.0,-18.967997123336932,15.623396613648023,10.794399765795859,5.263054561161251,7.451719659838307,1.3497601567871387,,,-14.434206090571976,39.14516863165135,,17.173929447795086,,21.94644006283566,,,,,,,,24.706601466992666,505.98354411092487,,,,
2016-12-31,,17891000000.0,23359000000.0,30176000000.0,331141000000.0,103332000000.0,198751000000.0,84130000000.0,132390000000.0,16371000000.0,40072000000.0,48175000000.0,6817000000.0,2871000000.0,6289000000.0,24180000000.0,525000000.0,26510000000.0,36249000000.0,2848000000.0,5423000000.0,7390000000.0,10493000000.0,3499000000.0,38510000000.0,14057000000.0,2712000000.0,7889000000.0,23739000000.0,,,3334000000.0,45217000000.0,34.694637013393084,31.629626027061953,14.48276414301157,,,,150.12538711383036,60.020051881222805,2.5012538711383034,1.228242006418638,1.1960061809104956,18.661630834785978,19.55884795018163,,,,,,-0.81188574433817,69.40436759669903,-3.359397625253402,131.1627906976744,-2.5597734328195676,98.48014200133126,12.90796633979352,2.939201581666584,3.214388735995999,3.228875078947979,,,-15.845601235785677,37.14075399640883,,15.955541845705701,,19.15366367149962,,,,,,,,44.49333333333333,272.0812662169175,,,,
2017-04-01,,11029000000.0,14097000000.0,20591000000.0,334532000000.0,101990000000.0,200450000000.0,73342000000.0,134082000000.0,15157000000.0,40072000000.0,32305000000.0,6494000000.0,2776000000.0,3655000000.0,14684000000.0,530000000.0,27163000000.0,37961000000.0,2617000000.0,5473000000.0,7549000000.0,9992000000.0,3999000000.0,28573000000.0,11579000000.0,2910000000.0,7682000000.0,23096000000.0,,,3334000000.0,45730000000.0,34.57335213333384,15.124575596754116,14.29489113157208,,,,149.4980683462359,59.919529372376935,2.4949806834623587,1.3906083826456874,1.3509312535791225,12.446542092082451,29.32541402259712,,,,,,3.363284975653835,-31.763653234358436,0.7864445556588162,-39.65066997731067,4.878280715100791,-38.354479906098035,9.583099938744155,1.0240350787126928,2.778693362563911,1.2780421481985105,,,-9.76360550929397,36.01815237746047,,15.056131846867617,,17.934643200303494,,,,,,,,26.59811320754717,303.2025228292834,,,,
2017-07-01,,8717000000.0,10768000000.0,17488000000.0,345173000000.0,112875000000.0,212748000000.0,81302000000.0,132425000000.0,18571000000.0,40072000000.0,27920000000.0,6720000000.0,2937000000.0,2591000000.0,11308000000.0,602000000.0,29286000000.0,39695000000.0,2444000000.0,5661000000.0,10150000000.0,11980000000.0,6495000000.0,31915000000.0,12399000000.0,3146000000.0,7608000000.0,23304000000.0,,,3334000000.0,46651000000.0,36.028667856011985,10.380778618205087,14.337059659636587,,,,160.65546535774965,61.635180040153784,2.6065546535774966,1.388342230203439,1.3496469951538708,11.219610206951979,32.532324498567334,,,,,,8.580653172730667,-15.069690641542422,6.561108362196921,-23.614953536213378,11.813750641354549,-20.962915948862094,12.948540912690355,3.1808616216086882,4.649876324669466,-1.235810921674796,,,-2.3976400192480707,35.54998451206984,,14.511087712838789,,17.261677859401562,,,,,,,,17.88704318936877,380.6419233524355,,,,
2017-09-30,,10714000000.0,10768000000.0,19931000000.0,375319000000.0,128645000000.0,241272000000.0,100814000000.0,134047000000.0,20289000000.0,40072000000.0,27920000000.0,6720000000.0,2937000000.0,2591000000.0,11308000000.0,602000000.0,33783000000.0,41293000000.0,2298000000.0,5717000000.0,18177000000.0,11977000000.0,6496000000.0,44242000000.0,17874000000.0,4855000000.0,7548000000.0,25744000000.0,30551000000.0,,3334000000.0,48351000000.0,36.86750846372038,10.17246336100765,13.87393203779026,,,,179.99060031183092,64.28451530564666,2.799906003118309,1.2760628484139107,1.2279048544844962,7.991985115213969,45.670755730659025,,,,,,11.890192555998436,13.969579139981692,6.561108362196921,0.0,18.859551808298214,22.909257772169322,16.672469426708037,8.733591561333022,4.520892950432365,1.2248442514630975,,,5.830980366406191,35.54104136661482,,14.247161743002625,,16.8268609007572,,,,,,,,17.88704318936877,532.9627507163324,,,,
2017-12-30,88293000000.0,20065000000.0,26274000000.0,33912000000.0,406794000000.0,143810000000.0,266595000000.0,115788000000.0,140199000000.0,27491000000.0,40072000000.0,54381000000.0,7638000000.0,3407000000.0,6965000000.0,27030000000.0,734000000.0,33679000000.0,43431000000.0,2149000000.0,5889000000.0,13323000000.0,11980000000.0,6498000000.0,62985000000.0,23440000000.0,4421000000.0,8044000000.0,26281000000.0,30551000000.0,2745000000.0,2810000000.0,50525000000.0,37.070461390591696,24.97413894643685,13.693618001585506,38.408480853521795,29.757738439060855,22.725470875380836,190.15470866411314,65.53562736913524,2.9015470866411315,1.2420112619615158,1.2038294123743394,15.247721856161503,23.93800224343061,4.709336746939755,77.50560633345792,0.23929749910222445,,,12.380699893955471,70.1470071747529,12.479130099747415,144.00074294205055,12.151361019507023,87.27832742206458,22.846159188985958,8.386199472981648,5.8984817584409655,4.58943504890077,88293000000.0,,11.738947740893902,36.13499746091448,,14.049875207646107,,15.162989130600925,,38.408480853521795,,29.757738439060855,,22.725470875380836,,35.79564032697548,340.61230025192623,-239.1686916750377,,,
2018-03-31,61137000000.0,13822000000.0,15894000000.0,23422000000.0,367502000000.0,130053000000.0,240624000000.0,89320000000.0,126878000000.0,45059000000.0,40072000000.0,37715000000.0,7528000000.0,3378000000.0,2346000000.0,16168000000.0,792000000.0,35077000000.0,45425000000.0,2149000000.0,5889000000.0,23086000000.0,11980000000.0,8498000000.0,34311000000.0,14324000000.0,7662000000.0,7775000000.0,26756000000.0,30551000000.0,2745000000.0,2810000000.0,53318000000.0,40.86296750459841,14.913738262050618,15.18957771276035,38.310679294044526,25.99735021345503,22.608240509020725,189.64989990384464,65.47556203775761,2.8964989990384464,1.4560344827586207,1.3702530228392298,7.134884600832388,51.15709929736179,4.720457089912365,77.32302042952713,0.1741710515445121,,-30.756685127926332,13.7487251711913,-30.93300306676103,12.747393062353684,-39.506736697876235,25.32414543476289,-31.113879890356344,9.855559408367508,-9.658942855597674,-5.372831550842017,-9.501494304524282,149430000000.0,,16.593046140389234,37.70740130373062,,14.273546852943175,,15.110279796925049,,38.359580073783164,,27.87754432625794,,22.66685569220078,,20.068181818181817,304.29086570330105,-175.81074597641214,,,
2018-06-30,53265000000.0,11519000000.0,12612000000.0,20421000000.0,349197000000.0,115761000000.0,234248000000.0,88548000000.0,114949000000.0,31971000000.0,40072000000.0,32844000000.0,7809000000.0,3701000000.0,1765000000.0,13284000000.0,846000000.0,38117000000.0,47251000000.0,2149000000.0,5889000000.0,22546000000.0,11974000000.0,5498000000.0,38489000000.0,14104000000.0,5936000000.0,7403000000.0,25184000000.0,30551000000.0,2745000000.0,2810000000.0,56120000000.0,45.37259372448196,12.268731998194136,16.16429281218947,38.33849619825401,23.677837228949592,21.625833098657655,203.78428694464503,67.0819050564581,3.0378428694464503,1.3073248407643312,1.240287753534806,7.232768112750495,50.46477286566801,4.019544957174659,90.80629869520324,0.15341964658611404,,-12.875999803719518,16.771500457456547,-12.812740158825031,17.124814264487377,-20.649301623254058,32.144086268211545,-16.66184343799739,1.165792225927298,-4.980925273876058,-13.196903907872382,-9.40194517568057,202695000000.0,,20.29752845598165,40.04338277084811,,14.730355141081397,,15.582268141922313,,38.35255211527345,,26.477641960488494,,22.31984816101974,,14.907801418439716,391.204786262331,-249.9337147014598,,,
2018-09-29,62900000000.0,14125000000.0,12612000000.0,24084000000.0,365725000000.0,131339000000.0,258578000000.0,115929000000.0,107147000000.0,25913000000.0,40072000000.0,32844000000.0,7809000000.0,3701000000.0,1765000000.0,13284000000.0,846000000.0,41304000000.0,49099000000.0,2149000000.0,5889000000.0,22283000000.0,11964000000.0,8784000000.0,55888000000.0,23186000000.0,3956000000.0,7543000000.0,25184000000.0,33327000000.0,2745000000.0,2810000000.0,59531000000.0,49.36358284202758,12.599263095506114,16.0667922552507,38.289348171701114,20.05087440381558,22.456279809220987,241.33013523477095,70.70285050242668,3.4133013523477094,1.1329261875803294,1.0988018528582149,7.455226421518557,48.958942272561195,3.0638090599123236,119.13275039745628,0.16976050005127902,,18.088801276635678,20.83688726105062,17.93741736447774,17.124814264487377,0.0,31.836848982639545,22.623491622536672,-2.556225504171117,4.733144901015751,-20.06758823397764,-6.78735787175182,265595000000.0,,23.122582780087274,43.16740136542491,,15.278570195446507,,16.18896807554693,,38.33675112938036,,24.870950071320266,,22.35395607307005,,14.907801418439716,556.3793995859213,-388.28770691590387,,,
2018-12-29,84310000000.0,19965000000.0,23346000000.0,32031000000.0,373719000000.0,140828000000.0,255827000000.0,108283000000.0,117892000000.0,44771000000.0,40072000000.0,52279000000.0,8685000000.0,3902000000.0,3941000000.0,23906000000.0,890000000.0,39597000000.0,51929000000.0,2149000000.0,5889000000.0,34686000000.0,11969000000.0,9772000000.0,44293000000.0,18077000000.0,4988000000.0,7543000000.0,25184000000.0,36703000000.0,3395000000.0,3355000000.0,59431000000.0,46.05429867759821,20.508597173069372,15.228702148458769,37.99193452733958,27.690665401494485,23.680464950776894,217.00115359820856,68.4543734731175,3.1700115359820855,1.3005550271049011,1.2544905479161088,11.112551812094804,32.84574111976128,4.0614687959149265,89.86896572174119,0.2160374010426476,-4.511116396543324,34.038155802861695,-5.546709129511673,32.997010463378174,-11.14409682575931,85.10941960038059,-0.49838026414154024,41.345132743362825,-8.130650894555968,2.1857953380272077,-15.910955142333394,10.028278906548937,261612000000.0,196.29981991777376,17.62691736763977,45.413360687176535,,15.66234123216482,,15.07258263220506,,38.23261454783481,,24.35418181192867,,22.592704591919066,,26.231460674157304,374.4952084010788,-251.78050155957632,,,
2019-03-30,58015000000.0,11561000000.0,13415000000.0,21821000000.0,341998000000.0,123346000000.0,236138000000.0,93772000000.0,105860000000.0,37988000000.0,40072000000.0,36194000000.0,8406000000.0,3948000000.0,2232000000.0,13793000000.0,1010000000.0,38746000000.0,54290000000.0,2149000000.0,5889000000.0,34587000000.0,11924000000.0,10505000000.0,30443000000.0,15085000000.0,4884000000.0,7543000000.0,25184000000.0,35368000000.0,3395000000.0,3355000000.0,57170000000.0,49.1282042468355,11.071835302283105,16.11557434813249,37.61268637421357,23.12333017323106,19.927604929759546,223.06631399962217,69.04660261171118,3.2306631399962216,1.3153819903595956,1.2632982126860897,5.769807109835805,63.2603470188429,3.945390866741474,92.5130138757218,0.16353770260747005,-5.106563946546283,-31.18847111849128,-6.83545384681069,-31.87537073460086,-15.597080659368313,-42.53833633170565,-16.357980031833307,-42.093663911845724,-6.939826177816721,-8.487928095708275,-16.56551963303331,-10.205951209581654,258490000000.0,72.98400588904504,7.224577065906446,47.47966987273581,,15.893840391007856,,14.112106892263181,,38.05811631787707,,23.63567680187268,,21.922545697103768,,13.282178217821782,326.5072940266342,-170.73393313206952,,,
2019-06-29,53809000000.0,10044000000.0,11544000000.0,20227000000.0,322239000000.0,134973000000.0,225783000000.0,89704000000.0,96456000000.0,50530000000.0,40072000000.0,33582000000.0,8683000000.0,4257000000.0,1867000000.0,11911000000.0,866000000.0,37636000000.0,56348000000.0,2149000000.0,5889000000.0,33634000000.0,9953000000.0,13529000000.0,29115000000.0,14148000000.0,3355000000.0,7543000000.0,25184000000.0,31673000000.0,3395000000.0,3355000000.0,55695000000.0,52.690333719637664,9.484837388269954,16.58981645309456,37.590365923916075,21.45366016837332,18.666022412607557,234.0787509330679,70.06693789392345,3.340787509330679,1.504648622135022,1.4672478373316686,7.228931223764934,50.491557977487936,3.809217046580773,95.82021594900482,0.16028035434501575,1.0213085515817122,-7.249849176936996,-0.950002448459919,-7.304889785069424,-8.468125594671738,-13.947074170704433,-12.804930983592321,-13.121702274889714,-7.719997594481054,-5.777519166778755,-16.088004245360988,-8.883430946533155,259034000000.0,27.794962875255933,-0.7573057733428423,49.30910487152474,,16.000221301234127,,13.416133239782136,,37.87108374929258,,23.07963253672861,,21.182593025591245,,13.33025404157044,367.39116193198737,-221.07938800549462,,,
2019-09-28,64040000000.0,13686000000.0,11544000000.0,24313000000.0,338516000000.0,162819000000.0,248028000000.0,105718000000.0,90488000000.0,48844000000.0,40072000000.0,33582000000.0,8683000000.0,4257000000.0,1867000000.0,11911000000.0,866000000.0,37378000000.0,58579000000.0,2149000000.0,5889000000.0,32978000000.0,5980000000.0,10260000000.0,46236000000.0,22926000000.0,4106000000.0,7543000000.0,25184000000.0,37720000000.0,3395000000.0,3355000000.0,55256000000.0,55.91722113998026,9.531644675596098,15.69235531586488,37.96533416614616,18.0262336039975,21.37101811367895,274.10043320661305,73.2692103179761,3.7410043320661304,1.540125617208044,1.501286441287198,8.33093525179856,43.8126079447323,2.777585010409438,131.40911930043723,0.18186955885840217,1.8124006359300449,19.013547919493014,0.9508387311077948,20.200721807485046,-8.468125594671738,0.0,-3.107964601769908,36.26045400238949,-7.4397429762799945,5.051219746833868,-15.54779881844569,-6.187277100439581,260174000000.0,-2.04107758052674,-7.18113251919168,50.9475144460129,,15.906612066387675,,12.649228634804633,,37.790080247903845,,22.57347233677409,,20.911277601705734,,13.33025404157044,554.9886844142695,-379.7669571691,,,
2019-12-28,91819000000.0,22236000000.0,25569000000.0,35217000000.0,340618000000.0,163231000000.0,251087000000.0,102161000000.0,89531000000.0,39771000000.0,40072000000.0,56602000000.0,9648000000.0,4451000000.0,3682000000.0,25918000000.0,785000000.0,37031000000.0,60959000000.0,2149000000.0,5889000000.0,40457000000.0,4990000000.0,10224000000.0,45111000000.0,20970000000.0,4097000000.0,7543000000.0,25184000000.0,36263000000.0,2816000000.0,2107000000.0,57527000000.0,55.468294258592344,19.64991905672517,16.106403560224376,38.35480673934589,27.84717759940753,24.21720994565395,280.44699601255434,73.71512955862579,3.804469960125543,1.5977819324399722,1.5576785661847476,12.460539350577875,29.292471997455923,4.702998949983353,77.61005347477102,0.257074742033522,8.906416795160709,43.37757651467833,9.946614217476824,44.84843499362481,9.52197378565922,121.49168399168397,11.374906085649883,62.47259973695747,-8.857189492640194,0.6209455387633067,-24.056763817731486,-1.0575987976306211,267683000000.0,2.320612204333128,-3.2037152327909713,53.301013341261445,,16.126037419329077,,12.434559105718582,,37.88079830090542,,22.612600386252353,,21.045463850425,,32.57197452229299,288.2624288894385,-181.35990341721157,,,
2020-03-28,58313000000.0,11249000000.0,12853000000.0,22370000000.0,320400000000.0,143753000000.0,241975000000.0,96094000000.0,78425000000.0,40174000000.0,40072000000.0,35943000000.0,9517000000.0,4565000000.0,1886000000.0,13135000000.0,757000000.0,35889000000.0,62854000000.0,2149000000.0,5889000000.0,41965000000.0,4990000000.0,10392000000.0,32421000000.0,15722000000.0,3334000000.0,7543000000.0,25184000000.0,37324000000.0,2816000000.0,2107000000.0,57215000000.0,62.09403912418266,10.699609930936948,17.275112545629668,38.36194330595236,22.041397287054345,19.290724195290927,308.54319413452345,75.52278401997503,4.0854319413452345,1.4959622869273836,1.461267092638458,8.747383791676807,41.72676181732187,3.785698055636706,96.41550769125239,0.1760663528573456,0.5136602602775042,-36.49135799780002,2.5159250263507626,-36.47954113070392,-4.189340290719345,-49.73209746177011,-2.6987284836951786,-49.41086526353661,-6.3152416096000525,-5.935681614007482,-25.916304553183444,-12.404641967586649,267981000000.0,3.671708770165183,0.0787126115095349,56.542472060598236,,16.415921968703373,,12.341502762882044,,38.06811253384012,,22.34211716470817,,20.886243666807847,,16.97886393659181,319.1909412124753,-181.04867170390105,,,
2020-06-27,59685000000.0,11253000000.0,13091000000.0,22680000000.0,317344000000.0,140065000000.0,245062000000.0,95318000000.0,72282000000.0,33383000000.0,40072000000.0,37005000000.0,9589000000.0,4758000000.0,1884000000.0,13137000000.0,697000000.0,35687000000.0,65230000000.0,2149000000.0,5889000000.0,41000000000.0,4990000000.0,7509000000.0,35325000000.0,17882000000.0,3978000000.0,7543000000.0,25184000000.0,35005000000.0,2816000000.0,2107000000.0,58424000000.0,69.24818357453567,10.412075377389206,18.269403658321124,37.99949736114602,21.933484124989526,18.85398341291782,339.0359978971251,77.22282444287588,4.390359978971252,1.4694496317589543,1.4277156465725256,10.0927314877949,36.1646399135252,3.726818607555417,97.93876183295636,0.18663723082070663,10.920106301919752,2.352820125872457,12.127354526128453,1.3857845328564933,13.400900900900892,1.851707772504474,12.037037037037045,0.03555871633034169,-1.5190588352123724,-0.953807740324597,-25.062204528489673,-7.832961428116036,273857000000.0,5.722414818131982,4.899901247867855,60.681934524322735,,16.83581877001001,,12.573312260161856,,38.17039539314761,,22.462073153862224,,20.933233916885413,,18.781922525107603,317.80299959464935,-183.6995978481678,,,
2020-09-26,64698000000.0,12673000000.0,13091000000.0,24689000000.0,323888000000.0,143713000000.0,258549000000.0,105392000000.0,65339000000.0,38016000000.0,40072000000.0,37005000000.0,9589000000.0,4758000000.0,1884000000.0,13137000000.0,697000000.0,36766000000.0,66760000000.0,2149000000.0,5889000000.0,42522000000.0,4996000000.0,8773000000.0,42296000000.0,16120000000.0,4061000000.0,7543000000.0,25184000000.0,42684000000.0,2816000000.0,2107000000.0,57411000000.0,73.68556155223422,10.399763451076625,17.33413445570981,38.16037590033695,20.234010324894122,19.587931620761072,395.7039440456695,79.82666847799238,4.957039440456695,1.3636044481554577,1.325072111735236,9.062079098812294,40.277732738819076,3.3139374071607848,110.14088534421465,0.19534302329092215,1.0274828232354816,8.399095250062839,1.5464977584008555,8.858024691358036,13.400900900900892,0.0,-7.401724389887477,12.618857193637245,-4.321213768330001,2.0621155591408646,-27.792635487578465,-9.605434271326196,274515000000.0,5.512080376978479,3.9000289561314627,65.12401962738622,,17.246263554971243,,12.790341954031987,,38.2191558266953,,23.014017334086383,,20.48746229365594,,18.781922525107603,436.61910552628024,-286.2004874432465,,,
2020-12-26,111439000000.0,28755000000.0,33534000000.0,44328000000.0,354054000000.0,154106000000.0,287830000000.0,132507000000.0,66224000000.0,36010000000.0,40072000000.0,67111000000.0,10794000000.0,5163000000.0,4824000000.0,33579000000.0,638000000.0,37933000000.0,67560000000.0,2149000000.0,5889000000.0,43270000000.0,5000000000.0,7762000000.0,63846000000.0,27101000000.0,4973000000.0,7543000000.0,25184000000.0,48504000000.0,2666000000.0,3500000000.0,63930000000.0,82.09046258547077,28.47654982250285,18.40580878457747,39.777815665969726,30.091799100853382,25.803354301456405,434.6309495047112,81.29550859473413,5.346309495047112,1.16300270929083,1.125472616541013,14.79845644983462,24.66473454426249,4.636433608620582,78.7243020845485,0.32083918741506784,21.368126422635836,72.24489165043741,25.8710281966096,79.54554659970027,31.15100316789863,156.16072110610344,29.317323259579055,126.89970804071646,3.9445948247009754,9.313713382403787,-26.032323999508556,1.3544743568159934,294135000000.0,9.881837845511289,11.1304257131434,71.77956170910583,,17.821114861059517,,14.996999645476407,,38.57490805835126,,23.575172709447845,,20.883998382606556,,52.56112852664577,296.29498144864476,-192.9059448198338,,,
2021-03-27,89584000000.0,23630000000.0,27503000000.0,38079000000.0,337158000000.0,121465000000.0,267980000000.0,106385000000.0,69178000000.0,38466000000.0,40072000000.0,51505000000.0,10576000000.0,5262000000.0,4381000000.0,28011000000.0,670000000.0,37815000000.0,69465000000.0,2149000000.0,5889000000.0,43339000000.0,5000000000.0,8003000000.0,40127000000.0,18503000000.0,5219000000.0,7543000000.0,25184000000.0,45660000000.0,2666000000.0,3500000000.0,76311000000.0,103.40033739151644,25.650568968739552,23.210424023432154,42.50647437042329,30.700794784782996,26.377478121093052,387.3774899534534,79.48202326505674,4.873774899534534,1.1417493067631714,1.0926916388588617,12.043727347129662,30.30623240462091,5.23500365230095,69.72296950348276,0.27247482351366725,53.6261211050709,-19.611626091404265,70.22351363433171,-14.097184623714131,113.9811717108846,-17.98473191387845,110.06311672148637,-17.822987306555383,5.230337078651681,-4.77215340032876,-11.790883009244501,4.460618506885727,325406000000.0,21.42875800896331,33.37586297299659,82.10613627593928,,19.304942730510138,,18.73473940492706,,39.611040824469,,25.740022083880007,,22.65568686405709,,41.049253731343285,257.0626152800699,-157.03341337196622,,,
2021-06-26,81434000000.0,21744000000.0,24126000000.0,35255000000.0,329840000000.0,114423000000.0,265560000000.0,107754000000.0,64280000000.0,34050000000.0,40072000000.0,46179000000.0,11129000000.0,5717000000.0,2625000000.0,24369000000.0,665000000.0,38615000000.0,70242000000.0,2149000000.0,5889000000.0,44854000000.0,8000000000.0,8039000000.0,40409000000.0,17475000000.0,5178000000.0,7543000000.0,25184000000.0,43625000000.0,2666000000.0,3500000000.0,86802000000.0,127.12467597135367,25.276725071051903,26.824519765630793,43.292727853230836,29.626445956234498,26.701377802883318,413.1300560049782,80.51176327916566,5.131300560049782,1.0618909738849602,1.0138370733337045,10.087155963302752,36.18462937698954,4.606386288429448,79.23781835596925,0.25165640683329626,36.43964145095082,-9.097606715484908,55.445326278659614,-7.4161611386853625,84.29455351004506,-12.278660509762574,93.22847240735803,-7.9813796022005885,3.937682766965822,-2.170495731971356,-11.07052931573559,-7.08028563994334,347155000000.0,26.765063518551656,48.57250445022594,96.57525937514379,,21.443721757337556,,22.45090182834273,,40.9343484474902,,27.66326254169125,,24.617535461548464,,36.2796992481203,299.30173888564065,-183.87929115268184,,,
2021-09-25,81434000000.0,21744000000.0,24126000000.0,35255000000.0,351002000000.0,134836000000.0,287912000000.0,125481000000.0,63090000000.0,34940000000.0,118700000000.0,46179000000.0,11129000000.0,5717000000.0,2625000000.0,24369000000.0,665000000.0,39440000000.0,70283000000.0,2149000000.0,5889000000.0,48849000000.0,6000000000.0,9613000000.0,54763000000.0,26278000000.0,6580000000.0,7543000000.0,25184000000.0,47493000000.0,2666000000.0,3500000000.0,95873000000.0,149.30117029642838,25.42479706390937,28.41144482804605,43.292727853230836,29.626445956234498,26.701377802883318,456.35124425423993,82.02574344305731,5.563512442542399,1.0745531195957954,1.0221149018576519,8.67944742035523,42.053368414214255,3.8414076135666777,95.0172532357492,0.24132525300419327,25.86787845064762,0.0,42.79638705496376,0.0,84.29455351004506,0.0,71.57736921013178,0.0,8.371412340068174,6.415837982051897,-3.442048393761765,-1.851275668948349,363891000000.0,32.557783727665154,66.99413004476493,115.47916156119231,,24.213049350421617,,26.20716023155092,,42.21743643571367,,30.011371449526344,,26.395897007079025,,36.2796992481203,383.57841226531536,-246.50779061535192,,,
2021-12-25,123945000000.0,34630000000.0,41488000000.0,54243000000.0,381191000000.0,153154000000.0,309259000000.0,147574000000.0,71932000000.0,37119000000.0,117800000000.0,69702000000.0,12755000000.0,6306000000.0,6611000000.0,41241000000.0,694000000.0,39245000000.0,68454000000.0,2149000000.0,5889000000.0,50109000000.0,5000000000.0,11169000000.0,74362000000.0,30213000000.0,5876000000.0,7543000000.0,25184000000.0,49167000000.0,2697000000.0,2803000000.0,101748000000.0,147.2943628941197,46.647660071412304,27.67730484396358,43.76376618661503,33.47291137197951,27.939812013393038,429.9324361897347,81.1296699030145,5.299324361897347,1.0378115386179136,0.9979942266252863,12.849479214674163,28.405820492955726,4.325121261820847,84.39069748678848,0.33715292181517725,11.222283042740866,52.20301102733502,22.36735246345425,53.85902708835626,23.719210353670906,71.96385642045927,20.431229351417144,59.26232523914643,7.6646500251374095,8.60080569341486,8.619231698477892,14.014899350134735,376397000000.0,27.967429921634633,59.15532613796339,131.78013663835455,,26.530923365268144,,30.749937793778283,,43.213924065875005,,30.856649517307872,,26.930011435063182,,59.78097982708934,361.8685260107314,-249.07200803098718,,,
