rank,ticker,측정일,목표주가(원),현재가격(원),Upside(%),β_raw,β_Blume,주주요구수익률 Re(%),부채요구수익률 Rd(%),WACC(%),g_term(%),Moat,NWC정의
218,A032560,2026-06-01,16006.0,5930.0,169.9,0.78,0.852,10.14,0.51,10.14,4.0,No moat,legacy_proxy
219,A016380,2026-06-01,16237.0,6110.0,165.7,0.816,0.877,10.31,1.33,10.31,4.0,No moat,legacy_proxy
220,A005820,2026-06-01,39184.0,14790.0,164.9,0.414,0.607,8.43,0.85,8.43,4.0,No moat,legacy_proxy
221,A000320,2026-06-01,47679.0,18300.0,160.5,0.665,0.775,9.6,0.95,9.6,4.0,No moat,legacy_proxy
222,A294870,2026-06-01,53438.0,20600.0,159.4,0.808,0.872,10.27,0.62,10.27,4.0,No moat,legacy_proxy
223,A079980,2026-06-01,5896.0,2280.0,158.6,0.618,0.744,9.38,0.81,9.38,4.0,No moat,legacy_proxy
224,A023910,2026-06-01,69721.0,27050.0,157.7,0.407,0.603,8.39,0.62,8.39,4.0,No moat,legacy_proxy
225,A013700,2026-06-01,3293.0,1281.0,157.1,0.511,0.673,8.88,1.6,8.88,4.0,No moat,legacy_proxy
226,A003350,2026-06-01,22647.0,8840.0,156.2,0.834,0.889,10.39,1.01,10.39,4.0,Narrow moat,legacy_proxy
227,A337930,2026-06-01,7934.0,3120.0,154.3,0.659,0.772,9.57,2.76,9.57,4.0,Some moat,legacy_proxy
228,A005440,2026-06-01,33652.0,13290.0,153.2,0.704,0.802,9.79,1.12,9.79,4.0,No moat,legacy_proxy
229,A005430,2026-06-01,226802.0,89700.0,152.8,0.71,0.806,9.82,2.16,9.82,4.0,No moat,legacy_proxy
230,A004890,2026-06-01,95425.0,37850.0,152.1,0.233,0.486,7.58,0.6,7.58,4.0,No moat,legacy_proxy
231,A003010,2026-06-01,13882.0,5510.0,151.9,0.766,0.843,10.07,1.4,10.07,4.0,No moat,legacy_proxy
232,A006880,2026-06-01,14907.0,5940.0,151.0,0.335,0.555,8.06,2.61,8.06,4.0,No moat,legacy_proxy
233,A003310,2026-06-01,6435.0,2585.0,149.0,0.649,0.765,9.53,1.05,9.53,4.0,No moat,legacy_proxy
234,A030190,2026-06-01,35546.0,14300.0,148.6,0.591,0.726,9.25,1.8,9.25,4.0,Wide moat,legacy_proxy
235,A018500,2026-06-01,3948.0,1589.0,148.5,0.869,0.913,10.56,1.36,10.56,4.0,No moat,legacy_proxy
236,A001630,2026-06-01,111270.0,45200.0,146.2,0.495,0.662,8.81,0.73,8.81,4.0,No moat,legacy_proxy
237,A204210,2026-06-01,4957.0,2035.0,143.6,0.278,0.516,7.79,0.83,7.79,0.0,No moat,legacy_proxy
238,A013990,2026-06-01,12139.0,4985.0,143.5,0.817,0.877,10.32,2.75,10.32,4.0,No moat,legacy_proxy
239,A079960,2026-06-01,55519.0,22800.0,143.5,0.905,0.936,10.73,0.24,10.73,4.0,No moat,legacy_proxy
240,A018670,2026-06-01,589707.0,243500.0,142.2,0.429,0.617,8.49,0.6,8.49,4.0,No moat,legacy_proxy
241,A042370,2026-06-01,31849.0,13280.0,139.8,1.064,1.043,11.48,1.64,11.48,4.0,No moat,legacy_proxy
242,A005810,2026-06-01,96121.0,40200.0,139.1,0.612,0.74,9.35,0.94,9.35,4.0,No moat,legacy_proxy
243,A001520,2026-06-01,1486.0,624.0,138.2,0.674,0.782,9.65,2.0,9.65,0.0,No moat,legacy_proxy
244,A009270,2026-06-01,2664.0,1134.0,134.9,0.713,0.808,9.83,1.16,9.83,4.0,No moat,legacy_proxy
245,A001060,2026-06-01,66793.0,28450.0,134.8,0.9,0.933,10.7,1.31,10.7,4.0,Narrow moat,legacy_proxy
246,A112610,2026-06-01,111607.0,48000.0,132.5,1.001,1.0,11.18,1.38,11.18,4.0,No moat,legacy_proxy
247,A031330,2026-06-01,37902.0,16320.0,132.2,0.935,0.957,10.87,1.02,10.87,4.0,Some moat,legacy_proxy
248,A090850,2026-06-01,12077.0,5220.0,131.4,0.626,0.75,9.42,3.76,9.42,4.0,Wide moat,legacy_proxy
249,A008500,2026-06-01,4357.0,1888.0,130.8,0.341,0.558,8.08,0.81,8.08,4.0,No moat,legacy_proxy
250,A001560,2026-06-01,22751.0,9950.0,128.6,0.326,0.548,8.01,0.74,8.01,4.0,No moat,legacy_proxy
251,A086280,2026-06-01,530626.0,233000.0,127.7,0.835,0.889,10.4,0.94,10.4,4.0,Narrow moat,legacy_proxy
252,A041510,2026-06-01,184718.0,81200.0,127.5,0.775,0.849,10.12,3.22,10.12,4.0,Some moat,legacy_proxy
253,A105630,2026-06-01,20769.0,9190.0,126.0,0.75,0.832,10.0,1.27,10.0,4.0,No moat,legacy_proxy
254,A035150,2026-06-01,24242.0,10740.0,125.7,0.769,0.845,10.09,0.94,10.09,4.0,No moat,legacy_proxy
255,A092730,2026-06-01,40477.0,18190.0,122.5,0.641,0.76,9.49,1.13,9.49,4.0,Wide moat,legacy_proxy
256,A078930,2026-06-01,164803.0,74100.0,122.4,0.702,0.8,9.77,2.34,9.77,4.0,No moat,legacy_proxy
257,A251970,2026-06-01,82769.0,37550.0,120.4,0.649,0.765,9.53,0.68,9.53,4.0,Some moat,legacy_proxy
258,A003570,2026-06-01,94707.0,43450.0,118.0,0.487,0.657,8.77,1.68,8.77,4.0,Some moat,legacy_proxy
259,A006730,2026-06-01,23768.0,10910.0,117.9,0.809,0.872,10.28,1.04,10.28,4.0,No moat,legacy_proxy
260,A210540,2026-06-01,28664.0,13160.0,117.8,0.928,0.952,10.84,0.74,10.84,4.0,No moat,legacy_proxy
261,A000080,2026-06-01,35837.0,16480.0,117.5,0.436,0.622,8.53,1.02,8.53,4.0,No moat,legacy_proxy
262,A000220,2026-06-01,9042.0,4160.0,117.3,0.779,0.852,10.14,1.45,10.14,4.0,No moat,legacy_proxy
263,A063570,2026-06-01,7893.0,3640.0,116.8,0.687,0.791,9.71,1.39,9.71,4.0,No moat,legacy_proxy
264,A145270,2026-06-01,1682.0,780.0,115.7,0.317,0.543,7.97,1.11,7.97,4.0,No moat,legacy_proxy
265,A010960,2026-06-01,7129.0,3310.0,115.4,0.565,0.709,9.13,0.81,9.13,4.0,No moat,legacy_proxy
266,A020120,2026-06-01,8238.0,3830.0,115.1,0.94,0.96,10.89,2.03,10.89,4.0,No moat,legacy_proxy
267,A023000,2026-06-01,4850.0,2260.0,114.6,0.545,0.695,9.04,0.54,9.04,4.0,No moat,legacy_proxy
268,A010780,2026-06-01,63101.0,30150.0,109.3,0.953,0.969,10.96,1.06,10.96,4.0,No moat,legacy_proxy
269,A016580,2026-06-01,21880.0,10460.0,109.2,0.458,0.637,8.63,1.9,8.63,4.0,No moat,legacy_proxy
270,A025770,2026-06-01,18180.0,8740.0,108.0,0.522,0.68,8.93,1.78,8.93,4.0,Narrow moat,legacy_proxy
271,A007120,2026-06-01,2705.0,1301.0,107.9,0.574,0.714,9.17,4.36,9.17,4.0,No moat,legacy_proxy
272,A093520,2026-06-01,47842.0,23050.0,107.6,1.134,1.09,11.8,1.24,11.8,4.0,Narrow moat,legacy_proxy
273,A048870,2026-06-01,3851.0,1857.0,107.4,0.643,0.761,9.5,8.09,9.5,4.0,No moat,legacy_proxy
274,A051360,2026-06-01,38164.0,18520.0,106.1,0.705,0.803,9.79,0.8,9.79,4.0,No moat,legacy_proxy
275,A043370,2026-06-01,26335.0,12810.0,105.6,0.82,0.88,10.33,0.69,10.33,4.0,No moat,legacy_proxy
276,A018120,2026-06-01,34941.0,17090.0,104.5,0.23,0.484,7.56,0.3,7.56,4.0,Narrow moat,legacy_proxy
277,A042420,2026-06-01,45579.0,22300.0,104.4,0.798,0.864,10.22,3.77,10.22,4.0,No moat,legacy_proxy
278,A147830,2026-06-01,18359.0,8990.0,104.2,0.989,0.993,11.12,1.36,11.12,4.0,Wide moat,legacy_proxy
279,A179290,2026-06-01,10244.0,5030.0,103.7,0.67,0.779,9.63,1.62,9.63,4.0,Some moat,legacy_proxy
280,A338100,2026-06-01,7852.0,3875.0,102.6,0.152,0.432,7.2,4.5,7.2,4.0,Wide moat,legacy_proxy
281,A004360,2026-06-01,27552.0,13600.0,102.6,0.67,0.779,9.63,0.95,9.63,4.0,No moat,legacy_proxy
282,A900140,2026-06-01,2897.0,1432.0,102.3,0.779,0.852,10.14,2.44,10.14,4.0,No moat,legacy_proxy
283,A236200,2026-06-01,86032.0,42650.0,101.7,0.826,0.884,10.36,3.93,10.36,4.0,Some moat,legacy_proxy
284,A064820,2026-06-01,23439.0,11650.0,101.2,0.918,0.945,10.79,1.17,10.79,4.0,No moat,legacy_proxy
285,A017510,2026-06-01,20801.0,10370.0,100.6,1.182,1.122,12.03,0.01,12.03,4.0,No moat,legacy_proxy
286,A100840,2026-06-01,79057.0,39600.0,99.6,0.8,0.866,10.24,5.77,10.24,4.0,No moat,legacy_proxy
287,A078340,2026-06-01,54287.0,27200.0,99.6,0.801,0.867,10.24,1.59,10.24,4.0,No moat,legacy_proxy
288,A306200,2026-06-01,288443.0,145000.0,98.9,0.633,0.754,9.45,0.69,9.45,4.0,No moat,legacy_proxy
289,A001250,2026-06-01,6841.0,3440.0,98.9,0.879,0.919,10.61,0.84,10.61,4.0,No moat,legacy_proxy
290,A000970,2026-06-01,13190.0,6700.0,96.9,0.546,0.696,9.04,1.0,9.04,4.0,No moat,legacy_proxy
291,A093190,2026-06-01,14886.0,7580.0,96.4,0.461,0.639,8.64,2.21,8.64,4.0,No moat,legacy_proxy
292,A264900,2026-06-01,16024.0,8190.0,95.6,0.532,0.686,8.98,0.68,8.98,4.0,No moat,legacy_proxy
293,A015750,2026-06-01,14698.0,7540.0,94.9,1.204,1.137,12.13,0.98,12.13,4.0,No moat,legacy_proxy
294,A059210,2026-06-01,7683.0,3950.0,94.5,0.886,0.924,10.64,1.22,10.64,4.0,No moat,legacy_proxy
295,A217270,2026-06-01,5924.0,3075.0,92.7,0.792,0.86,10.2,3.91,10.2,4.0,No moat,legacy_proxy
296,A003780,2026-06-01,9591.0,5020.0,91.1,0.613,0.741,9.36,0.71,9.36,4.0,No moat,legacy_proxy
297,A043150,2026-06-01,37219.0,19480.0,91.1,0.849,0.899,10.47,2.19,10.47,4.0,No moat,legacy_proxy
298,A028670,2026-06-01,10426.0,5480.0,90.2,0.883,0.922,10.63,6.05,10.63,4.0,No moat,legacy_proxy
299,A002780,2026-06-01,1925.0,1016.0,89.5,0.661,0.773,9.59,1.31,9.59,4.0,No moat,legacy_proxy
300,A101160,2026-06-01,49462.0,26150.0,89.1,1.148,1.099,11.87,1.0,11.87,4.0,Narrow moat,legacy_proxy
301,A192440,2026-06-01,60865.0,32200.0,89.0,0.737,0.824,9.94,1.65,9.94,4.0,No moat,legacy_proxy
302,A086450,2026-06-01,37887.0,20150.0,88.0,0.687,0.79,9.71,1.02,9.71,4.0,No moat,legacy_proxy
303,A264450,2026-06-01,24881.0,13240.0,87.9,0.75,0.832,10.0,0.87,10.0,4.0,Some moat,legacy_proxy
304,A005850,2026-06-01,141655.0,75600.0,87.4,0.933,0.955,10.86,0.76,10.86,4.0,No moat,legacy_proxy
305,A009240,2026-06-01,57333.0,30700.0,86.8,0.676,0.783,9.66,2.78,9.66,4.0,No moat,legacy_proxy
306,A000210,2026-06-01,101490.0,54800.0,85.2,0.955,0.97,10.96,0.97,10.96,4.0,No moat,legacy_proxy
307,A001260,2026-06-01,15476.0,8400.0,84.2,0.842,0.894,10.43,1.07,10.43,4.0,Some moat,legacy_proxy
308,A107590,2026-06-01,104771.0,57000.0,83.8,0.2,0.464,7.42,0.64,7.42,4.0,No moat,legacy_proxy
309,A070960,2026-06-01,4887.0,2705.0,80.7,0.791,0.86,10.19,1.85,10.19,4.0,No moat,legacy_proxy
310,A089600,2026-06-01,19442.0,10820.0,79.7,0.691,0.793,9.73,2.19,9.73,4.0,No moat,legacy_proxy
311,A095270,2026-06-01,8871.0,4965.0,78.7,0.701,0.8,9.77,2.49,9.77,4.0,No moat,legacy_proxy
312,A018290,2026-06-01,23889.0,13420.0,78.0,0.714,0.808,9.83,1.19,9.83,4.0,Narrow moat,legacy_proxy
313,A008490,2026-06-01,37373.0,21000.0,78.0,0.469,0.644,8.69,0.78,8.69,4.0,No moat,legacy_proxy
314,A310200,2026-06-01,4083.0,2295.0,77.9,0.572,0.713,9.16,2.95,9.16,4.0,Some moat,legacy_proxy
315,A049960,2026-06-01,32166.0,18110.0,77.6,0.609,0.738,9.34,2.1,9.34,4.0,Some moat,legacy_proxy
316,A192400,2026-06-01,43939.0,24750.0,77.5,0.512,0.673,8.89,1.85,8.89,4.0,No moat,legacy_proxy
317,A100700,2026-06-01,4182.0,2360.0,77.2,0.676,0.783,9.66,4.15,9.66,4.0,Narrow moat,legacy_proxy
318,A109070,2026-06-01,2386.0,1348.0,77.0,0.324,0.547,8.0,1.82,8.0,4.0,No moat,legacy_proxy
319,A003070,2026-06-01,16691.0,9530.0,75.1,0.758,0.838,10.04,1.61,10.04,4.0,No moat,legacy_proxy
320,A016090,2026-06-01,2797.0,1613.0,73.4,0.606,0.736,9.33,1.07,9.33,4.0,No moat,legacy_proxy
321,A111770,2026-06-01,139497.0,81800.0,70.5,0.64,0.759,9.49,0.99,9.49,4.0,Some moat,legacy_proxy
322,A067160,2026-06-01,84115.0,49450.0,70.1,0.74,0.826,9.95,1.63,9.95,4.0,Wide moat,legacy_proxy
323,A090080,2026-06-01,1594.0,940.0,69.6,0.752,0.834,10.01,1.85,10.01,4.0,Some moat,legacy_proxy
324,A020000,2026-06-01,40291.0,23800.0,69.3,0.66,0.773,9.58,0.74,9.58,4.0,No moat,legacy_proxy
325,A053580,2026-06-01,12583.0,7440.0,69.1,0.695,0.796,9.74,1.96,9.74,4.0,No moat,legacy_proxy
326,A021240,2026-06-01,156027.0,92400.0,68.9,0.556,0.703,9.09,0.97,9.09,4.0,No moat,legacy_proxy
327,A293480,2026-06-01,16277.0,9640.0,68.8,0.54,0.692,9.02,0.46,9.02,4.0,No moat,legacy_proxy
328,A090350,2026-06-01,13388.0,7930.0,68.8,0.752,0.834,10.01,0.94,10.01,4.0,No moat,legacy_proxy
329,A002720,2026-06-01,6354.0,3780.0,68.1,0.608,0.737,9.34,0.84,9.34,4.0,No moat,legacy_proxy
330,A054050,2026-06-01,12089.0,7200.0,67.9,0.581,0.719,9.21,1.21,9.21,4.0,No moat,legacy_proxy
331,A031820,2026-06-01,11648.0,6960.0,67.3,1.995,1.666,15.84,2.21,15.84,4.0,No moat,legacy_proxy
332,A001070,2026-06-01,10830.0,6480.0,67.1,0.367,0.576,8.21,1.07,8.21,4.0,No moat,legacy_proxy
333,A002030,2026-06-01,338482.0,203000.0,66.7,0.337,0.556,8.07,0.94,8.07,4.0,No moat,legacy_proxy
334,A046440,2026-06-01,7070.0,4260.0,66.0,0.772,0.847,10.11,3.4,10.11,4.0,No moat,legacy_proxy
335,A054210,2026-06-01,18715.0,11320.0,65.3,1.203,1.136,12.13,0.99,12.13,4.0,No moat,legacy_proxy
336,A002450,2026-06-01,1990.0,1206.0,65.0,0.604,0.735,9.32,0.96,9.32,4.0,No moat,legacy_proxy
337,A000020,2026-06-01,9547.0,5800.0,64.6,0.596,0.729,9.28,1.3,9.28,4.0,No moat,legacy_proxy
338,A005180,2026-06-01,118209.0,72000.0,64.2,0.336,0.555,8.06,1.13,8.06,4.0,Some moat,legacy_proxy
339,A005610,2026-06-01,70085.0,42700.0,64.1,0.461,0.639,8.65,0.96,8.65,4.0,No moat,legacy_proxy
340,A088260,2026-06-01,6844.0,4180.0,63.7,0.178,0.449,7.32,1.08,7.32,1.19,No moat,legacy_proxy
341,A054950,2026-06-01,36079.0,22150.0,62.9,0.721,0.813,9.86,0.61,9.86,4.0,Narrow moat,legacy_proxy
342,A286940,2026-06-01,32510.0,20000.0,62.5,0.741,0.826,9.96,1.18,9.96,4.0,No moat,legacy_proxy
343,A263720,2026-06-01,15544.0,9610.0,61.7,0.807,0.871,10.27,1.7,10.27,4.0,Narrow moat,legacy_proxy
344,A278470,2026-06-01,646784.0,400500.0,61.5,,1.0,11.17,1.97,11.17,4.0,Wide moat,legacy_proxy
345,A005300,2026-06-01,173705.0,108300.0,60.4,0.432,0.619,8.51,0.77,8.51,4.0,No moat,legacy_proxy
346,A123410,2026-06-01,11071.0,6950.0,59.3,1.058,1.039,11.45,1.02,11.45,4.0,No moat,legacy_proxy
347,A122990,2026-06-01,12313.0,7750.0,58.9,0.837,0.891,10.41,1.49,10.41,4.0,No moat,legacy_proxy
348,A013030,2026-06-01,59148.0,37250.0,58.8,0.881,0.92,10.62,4.5,10.62,4.0,Some moat,legacy_proxy
349,A033790,2026-06-01,17212.0,10890.0,58.1,0.542,0.693,9.03,4.72,9.03,4.0,No moat,legacy_proxy
350,A234690,2026-06-01,15782.0,10000.0,57.8,0.775,0.849,10.12,1.32,10.12,4.0,No moat,legacy_proxy
351,A088790,2026-06-01,4402.0,2825.0,55.8,0.551,0.699,9.07,0.88,9.07,4.0,No moat,legacy_proxy
352,A073010,2026-06-01,6529.0,4195.0,55.6,0.844,0.895,10.44,0.97,10.44,4.0,No moat,legacy_proxy
353,A012030,2026-06-01,3452.0,2220.0,55.5,0.825,0.882,10.35,2.01,10.35,4.0,No moat,legacy_proxy
354,A272110,2026-06-01,50485.0,32600.0,54.9,1.236,1.158,12.28,1.07,12.28,4.0,No moat,legacy_proxy
355,A039560,2026-06-01,5960.0,3880.0,53.6,0.987,0.991,11.11,1.67,11.11,4.0,No moat,legacy_proxy
356,A083420,2026-06-01,7763.0,5060.0,53.4,0.717,0.81,9.85,0.65,9.85,4.0,No moat,legacy_proxy
357,A004490,2026-06-01,85596.0,56100.0,52.6,0.897,0.931,10.69,0.58,10.69,4.0,No moat,legacy_proxy
358,A037030,2026-06-01,10938.0,7200.0,51.9,1.07,1.047,11.5,2.49,11.5,4.0,No moat,legacy_proxy
359,A143240,2026-06-01,23207.0,15280.0,51.9,0.445,0.628,8.57,11.32,8.57,4.0,Wide moat,legacy_proxy
360,A144960,2026-06-01,14308.0,9460.0,51.2,1.074,1.05,11.52,0.86,11.52,4.0,No moat,legacy_proxy
361,A111110,2026-06-01,10681.0,7080.0,50.9,0.528,0.684,8.96,1.16,8.96,4.0,No moat,legacy_proxy
362,A005090,2026-06-01,74300.0,49600.0,49.8,0.539,0.691,9.01,0.92,9.01,4.0,No moat,legacy_proxy
363,A001380,2026-06-01,2580.0,1729.0,49.2,0.807,0.871,10.27,1.12,10.27,4.0,No moat,legacy_proxy
364,A214450,2026-06-01,440634.0,297000.0,48.4,0.862,0.908,10.53,7.37,10.53,4.0,Wide moat,legacy_proxy
365,A018470,2026-06-01,1989.0,1353.0,47.0,0.607,0.737,9.33,1.01,9.33,4.0,No moat,legacy_proxy
366,A002620,2026-06-01,12045.0,8210.0,46.7,0.63,0.752,9.44,1.07,9.44,4.0,No moat,legacy_proxy
367,A028100,2026-06-01,22110.0,15100.0,46.4,0.838,0.891,10.41,0.85,10.41,4.0,No moat,legacy_proxy
368,A093320,2026-06-01,162682.0,112000.0,45.3,0.574,0.714,9.17,0.46,9.17,4.0,No moat,legacy_proxy
369,A041020,2026-06-01,6024.0,4165.0,44.6,0.947,0.964,10.93,5.66,10.93,4.0,No moat,legacy_proxy
370,A115310,2026-06-01,13482.0,9380.0,43.7,0.453,0.634,8.61,8.86,8.61,4.0,Some moat,legacy_proxy
371,A079940,2026-06-01,44479.0,31000.0,43.5,0.765,0.842,10.07,0.3,10.07,4.0,No moat,legacy_proxy
372,A067390,2026-06-01,973.0,680.0,43.1,0.882,0.921,10.62,2.01,10.62,4.0,No moat,legacy_proxy
373,A005950,2026-06-01,22236.0,15550.0,43.0,1.055,1.037,11.43,1.38,11.43,4.0,No moat,legacy_proxy
374,A009680,2026-06-01,14374.0,10080.0,42.6,0.567,0.71,9.14,2.46,9.14,4.0,Narrow moat,legacy_proxy
375,A006490,2026-06-01,498.0,349.0,42.6,0.752,0.834,10.01,5.55,10.01,4.0,No moat,legacy_proxy
376,A237880,2026-06-01,15847.0,11160.0,42.0,0.829,0.886,10.37,5.12,10.37,4.0,Some moat,legacy_proxy
377,A251270,2026-06-01,58783.0,41550.0,41.5,0.686,0.789,9.7,1.18,9.7,4.0,No moat,legacy_proxy
378,A071090,2026-06-01,5082.0,3600.0,41.2,0.912,0.941,10.76,0.96,10.76,4.0,No moat,legacy_proxy
379,A012750,2026-06-01,95863.0,68200.0,40.6,0.355,0.568,8.15,4.89,8.15,4.0,No moat,legacy_proxy
380,A064960,2026-06-01,43254.0,30800.0,40.4,0.69,0.792,9.72,1.54,9.72,4.0,No moat,legacy_proxy
381,A078890,2026-06-01,10117.0,7230.0,39.9,1.051,1.034,11.41,1.22,11.41,4.0,No moat,legacy_proxy
382,A033780,2026-06-01,256888.0,183700.0,39.8,0.284,0.521,7.82,1.17,7.82,4.0,No moat,legacy_proxy
383,A018880,2026-06-01,7131.0,5100.0,39.8,0.926,0.951,10.83,0.93,10.83,4.0,No moat,legacy_proxy
384,A271560,2026-06-01,187332.0,134200.0,39.6,0.45,0.632,8.6,0.7,8.6,4.0,Some moat,legacy_proxy
385,A267850,2026-06-01,14215.0,10230.0,39.0,0.831,0.887,10.38,3.06,10.38,4.0,No moat,legacy_proxy
386,A014830,2026-06-01,99224.0,71500.0,38.8,0.515,0.675,8.9,0.74,8.9,4.0,No moat,legacy_proxy
387,A023410,2026-06-01,4876.0,3520.0,38.5,0.847,0.897,10.45,1.2,10.45,4.0,No moat,legacy_proxy
388,A121440,2026-06-01,6357.0,4615.0,37.7,0.569,0.711,9.15,1.04,9.15,4.0,No moat,legacy_proxy
389,A033530,2026-06-01,10766.0,7820.0,37.7,1.059,1.039,11.45,0.84,11.45,4.0,No moat,legacy_proxy
390,A014940,2026-06-01,8576.0,6230.0,37.7,0.914,0.942,10.77,1.15,10.77,4.0,Some moat,legacy_proxy
391,A065710,2026-06-01,57722.0,42000.0,37.4,0.56,0.705,9.11,0.77,9.11,4.0,Wide moat,legacy_proxy
392,A226320,2026-06-01,14818.0,10790.0,37.3,0.878,0.918,10.6,0.98,10.6,4.0,No moat,legacy_proxy
393,A002810,2026-06-01,29448.0,21800.0,35.1,0.385,0.588,8.29,1.15,8.29,4.0,No moat,legacy_proxy
394,A002990,2026-06-01,5434.0,4045.0,34.3,0.849,0.899,10.47,1.48,10.47,2.88,Some moat,legacy_proxy
395,A092780,2026-06-01,6910.0,5170.0,33.6,0.794,0.862,10.21,1.03,10.21,4.0,No moat,legacy_proxy
396,A122870,2026-06-01,60976.0,45750.0,33.3,0.749,0.832,9.99,0.91,9.99,4.0,No moat,legacy_proxy
397,A000890,2026-06-01,1946.0,1463.0,33.0,0.594,0.728,9.27,1.08,9.27,4.0,No moat,legacy_proxy
398,A032350,2026-06-01,25875.0,19470.0,32.9,0.737,0.824,9.94,1.95,9.94,4.0,No moat,legacy_proxy
399,A036890,2026-06-01,19462.0,14700.0,32.4,1.014,1.01,11.24,1.04,11.24,4.0,No moat,legacy_proxy
400,A004080,2026-06-01,17934.0,13600.0,31.9,0.117,0.408,7.03,1.91,7.03,4.0,No moat,legacy_proxy
401,A215000,2026-06-01,56286.0,42800.0,31.5,0.604,0.735,9.32,2.44,9.32,4.0,No moat,legacy_proxy
402,A027970,2026-06-01,902.0,687.0,31.3,0.485,0.655,8.76,1.19,8.76,4.0,No moat,legacy_proxy
403,A119850,2026-06-01,31594.0,24100.0,31.1,1.048,1.032,11.4,0.91,11.4,4.0,No moat,legacy_proxy
404,A035080,2026-06-01,12741.0,9720.0,31.1,0.803,0.868,10.25,1.07,10.25,0.0,No moat,legacy_proxy
405,A012320,2026-06-01,69843.0,53300.0,31.0,0.663,0.774,9.59,0.9,9.59,4.0,No moat,legacy_proxy
406,A017670,2026-06-01,126790.0,96900.0,30.8,0.436,0.622,8.53,0.99,8.53,4.0,No moat,legacy_proxy
407,A108380,2026-06-01,28525.0,21850.0,30.5,0.812,0.874,10.29,2.55,10.29,4.0,No moat,legacy_proxy
408,A064850,2026-06-01,32830.0,25200.0,30.3,0.592,0.726,9.26,0.97,9.26,4.0,Some moat,legacy_proxy
409,A072130,2026-06-01,6350.0,4885.0,30.0,0.772,0.847,10.1,0.87,10.1,4.0,No moat,legacy_proxy
410,A000120,2026-06-01,110985.0,85500.0,29.8,0.56,0.705,9.11,2.73,9.11,4.0,No moat,legacy_proxy
411,A103140,2026-06-01,106938.0,82500.0,29.6,0.927,0.951,10.83,0.84,10.83,4.0,No moat,legacy_proxy
412,A060150,2026-06-01,4869.0,3760.0,29.5,0.743,0.828,9.97,0.82,9.97,4.0,No moat,legacy_proxy
413,A004090,2026-06-01,17013.0,13180.0,29.1,0.2,0.464,7.42,0.92,7.42,4.0,No moat,legacy_proxy
414,A052260,2026-06-01,5127.0,3980.0,28.8,0.769,0.845,10.09,0.98,10.09,4.0,No moat,legacy_proxy
415,A039130,2026-06-01,48085.0,37350.0,28.7,0.757,0.837,10.04,1.16,10.04,4.0,No moat,legacy_proxy
416,A067290,2026-06-01,1940.0,1515.0,28.1,0.857,0.904,10.5,1.71,10.5,4.0,Some moat,legacy_proxy
417,A084870,2026-06-01,2493.0,1953.0,27.7,0.568,0.711,9.15,1.63,9.15,4.0,No moat,legacy_proxy
418,A182360,2026-06-01,8923.0,7050.0,26.6,0.851,0.9,10.48,8.38,10.48,0.0,No moat,legacy_proxy
419,A104480,2026-06-01,2464.0,1956.0,26.0,0.887,0.924,10.64,1.01,10.64,4.0,No moat,legacy_proxy
420,A009450,2026-06-01,90561.0,72000.0,25.8,0.698,0.798,9.76,0.82,9.76,4.0,No moat,legacy_proxy
421,A014280,2026-06-01,5989.0,4765.0,25.7,0.725,0.816,9.89,1.51,9.89,4.0,No moat,legacy_proxy
422,A069260,2026-06-01,20973.0,16750.0,25.2,0.555,0.702,9.09,0.92,9.09,4.0,No moat,legacy_proxy
423,A265520,2026-06-01,31237.0,25050.0,24.7,1.102,1.068,11.65,3.61,11.65,4.0,No moat,legacy_proxy
424,A034950,2026-06-01,126969.0,102200.0,24.2,0.192,0.458,7.38,7.58,7.38,4.0,Wide moat,legacy_proxy
425,A214420,2026-06-01,7420.0,6010.0,23.5,0.995,0.997,11.15,1.16,11.15,4.0,No moat,legacy_proxy
426,A035600,2026-06-01,12350.0,10050.0,22.9,0.754,0.835,10.02,3.77,10.02,4.0,No moat,legacy_proxy
427,A118000,2026-06-01,1857.0,1513.0,22.7,0.694,0.795,9.74,3.74,9.74,4.0,No moat,legacy_proxy
428,A002460,2026-06-01,13781.0,11230.0,22.7,0.583,0.72,9.22,0.73,9.22,4.0,No moat,legacy_proxy
429,A033270,2026-06-01,22869.0,18650.0,22.6,0.616,0.743,9.37,0.62,9.37,4.0,Some moat,legacy_proxy
430,A950140,2026-06-01,11863.0,9690.0,22.4,0.698,0.798,9.76,1.01,9.76,4.0,Narrow moat,legacy_proxy
431,A047050,2026-06-01,78380.0,64100.0,22.3,0.966,0.977,11.01,0.71,11.01,4.0,No moat,legacy_proxy
432,A002960,2026-06-01,610369.0,501000.0,21.8,0.21,0.47,7.47,2.31,7.47,4.0,Wide moat,legacy_proxy
433,A042000,2026-06-01,24162.0,19930.0,21.2,1.071,1.047,11.51,1.85,11.51,4.0,No moat,legacy_proxy
434,A326030,2026-06-01,113344.0,93500.0,21.2,0.815,0.876,10.31,1.63,10.31,4.0,Some moat,legacy_proxy
435,A013360,2026-06-01,1717.0,1425.0,20.5,0.837,0.891,10.41,1.38,10.41,4.0,No moat,legacy_proxy
436,A023530,2026-06-01,182299.0,151300.0,20.5,0.716,0.81,9.84,1.0,9.84,4.0,No moat,legacy_proxy
